,humanGEMID,abbreviation,description,formula,subsystem,ecnumber,keggId,keggorthology,cog,seed,metanetx,MetaboliteMatch,Id
13475,,EX_argsuc[e],"""Exchange of L-Arginosuccinic Acid""","""argsuc[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_argsuc[e]
13476,,EX_acrn[e],"""Exchange of O-Acetylcarnitine""","""acrn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_acrn[e]
13477,,EX_pcrn[e],"""Exchange of O-Propanoylcarnitine""","""pcrn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcrn[e]
13478,,EX_lneldccrn[e],"""Exchange of 6Z,9Z-Octadecadienoylcarnitine""","""lneldccrn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_lneldccrn[e]
13479,,EX_odecrn[e],"""Exchange of L-Oleoylcarnitine""","""odecrn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_odecrn[e]
13480,,EX_stcrn[e],"""Exchange of O-Octadecanoyl-R-Carnitine""","""stcrn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_stcrn[e]
13481,,EX_pmtcrn[e],"""Exchange of L-Palmitoylcarnitine""","""pmtcrn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pmtcrn[e]
13482,,EX_hdcecrn[e],"""Exchange of Palmitoleoyl-Carnitine""","""hdcecrn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_hdcecrn[e]
13483,,DM_ascb_L[c],"""Demand for  Ascorbic Acid""","""ascb_L[c] -> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/DM_ascb_L[c]
13484,,EX_3mtp[e],"""Exchange of 3-Methyl-Thio-Propionate""","""3mtp[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_3mtp[e]
13485,,EX_C14769[e],"""Exchange of 8, 9-EET""","""C14769[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C14769[e]
13486,,EX_12HPET[e],"""Exchange of 12-Hydroperoxyeicosa-5, 8, 10, 14-Tetraenoate""","""12HPET[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_12HPET[e]
13487,,EX_15HPET[e],"""Exchange of 15(S)-HPETE""","""15HPET[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_15HPET[e]
13488,,EX_15kprostgf2[e],"""Exchange of 15-Keto-Prostaglandin F2A""","""15kprostgf2[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_15kprostgf2[e]
13489,,EX_21hprgnlone[e],"""Exchange of 21-Hydroxypregnenolone""","""21hprgnlone[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_21hprgnlone[e]
13490,,EX_2oxoadp[e],"""Exchange of 2-Oxoadipate""","""2oxoadp[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_2oxoadp[e]
13491,,EX_34hpl[e],"""Exchange of 3- (4-Hydroxyphenyl)Lactate""","""34hpl[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_34hpl[e]
13492,,EX_3hmp[e],"""Exchange of 3-Hydroxy-2-Methylpropanoate""","""3hmp[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_3hmp[e]
13493,,EX_3hpp[e],"""Exchange of 3-Hydroxypropionate""","""3hpp[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_3hpp[e]
13494,,EX_3hpppnohgluc[e],"""Exchange of 3- (3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide""","""3hpppnohgluc[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_3hpppnohgluc[e]
13495,,EX_3mhis[e],"""Exchange of Methyl-Histidine""","""3mhis[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_3mhis[e]
13496,,EX_3uib[e],"""Exchange of 3-Ureidoisobutyrate""","""3uib[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_3uib[e]
13497,,EX_4aabutn[e],"""Exchange of 4-Acetamidobutanoate""","""4aabutn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_4aabutn[e]
13498,,EX_4tmeabutn[e],"""Exchange of 4- (Trimethylammonio)Butanoate""","""4tmeabutn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_4tmeabutn[e]
13499,,EX_56dthm[e],"""Exchange of 5, 6-Dihydrothymine""","""56dthm[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_56dthm[e]
13500,,EX_56dura[e],"""Exchange of 5, 6-Dihydrouracil""","""56dura[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_56dura[e]
13501,,EX_5HPET[e],"""Exchange of 5(S)-HPETE""","""5HPET[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_5HPET[e]
13502,,EX_7dhchsterol[e],"""Exchange of Cholesta-5, 7-Dien-3Beta-Ol""","""7dhchsterol[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_7dhchsterol[e]
13503,,EX_acgly[e],"""Exchange of Acetyl-Glycine""","""acgly[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_acgly[e]
13504,,EX_aclys[e],"""Exchange of Acetyl-Lysine""","""aclys[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_aclys[e]
13505,,EX_acorn[e],"""Exchange of N (2)-Acetyl-L-Ornithine""","""acorn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_acorn[e]
13506,,EX_acthr_L[e],"""Exchange of Acetyl-Threonine""","""acthr_L[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_acthr_L[e]
13507,,EX_adpac[e],"""Exchange of Adipic Acid""","""adpac[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_adpac[e]
13508,,EX_adpoh[e],"""Exchange of 2-Hydroxyadipic Acid""","""adpoh[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_adpoh[e]
13509,,EX_amet[e],"""Exchange of S-Adenosyl-L-Methionine""","""amet[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_amet[e]
13510,,EX_and19one[e],"""Exchange of 19-Hydroxyandrost-4-Ene-3, 17-Dione""","""and19one[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_and19one[e]
13511,,EX_aracheth[e],"""Exchange of O-Arachidonoyl Ethanolamine""","""aracheth[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_aracheth[e]
13512,,EX_biliverd[e],"""Exchange of Biliverdin""","""biliverd[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_biliverd[e]
13513,,EX_C02356[e],"""(S)-2-Aminobutanoate""","""C02356[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C02356[e]
13514,,EX_C02712[e],"""Exchange of N-Acetylmethionine""","""C02712[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C02712[e]
13515,,EX_C04717[e],"""Exchange of 13(S)-HPODE""","""C04717[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C04717[e]
13516,,EX_C04805[e],"""Exchange of 5(S)-HETE""","""C04805[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C04805[e]
13517,,EX_C05957[e],"""Exchange of Prostaglandin J2""","""C05957[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C05957[e]
13518,,EX_C06314[e],"""Exchange of Lipoxin A4""","""C06314[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C06314[e]
13519,,EX_C06315[e],"""Exchange of Lipoxin B4""","""C06315[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C06315[e]
13520,,EX_C11695[e],"""Exchange of Anandamide""","""C11695[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C11695[e]
13521,,EX_C14768[e],"""Exchange of 5, 6-EET""","""C14768[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C14768[e]
13522,,EX_C14770[e],"""Exchange of 11, 12-EET""","""C14770[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C14770[e]
13523,,EX_C14771[e],"""Exchange of 14, 15-EET""","""C14771[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C14771[e]
13524,,EX_C14825[e],"""Exchange of 9 (10)-Epome""","""C14825[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C14825[e]
13525,,EX_C14826[e],"""Exchange of 12 (13)-Epome""","""C14826[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_C14826[e]
13526,,EX_CE0955[e],"""6-Oxo-Prostaglandin F1Alpha""","""CE0955[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE0955[e]
13527,,EX_CE1273[e],"""Transport of 5Beta-Cholestane-3Alpha, 7Alpha, 12Alpha, 24S, 25-Pentol, ABC Transport""","""CE1273[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE1273[e]
13528,,EX_CE1297[e],"""Exchange of 8-Dehydrocholesterol""","""CE1297[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE1297[e]
13529,,EX_CE1554[e],"""Exchange of Acetyl-Alanine""","""CE1554[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE1554[e]
13530,,EX_CE1557[e],"""Exchange of N-Acetyl-L-Asparagine""","""CE1556[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE1557[e]
13531,,EX_CE2028[e],"""Exchange of Beta-Hydroxy-Beta-Methylbutyrate""","""CE2028[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE2028[e]
13532,,EX_CE2176[e],"""Exchange of 3-O-Methyldopa""","""CE2176[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE2176[e]
13533,,EX_CE2445[e],"""Exchange of 6-Trans-Leukotriene B4""","""CE2445[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE2445[e]
13534,,EX_CE2537[e],"""Exchange of 15-Hydroxy- (8Z, 11Z, 13E)-Eicosatrienoate""","""CE2537[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE2537[e]
13535,,EX_CE4843[e],"""Exchange of Cis, Cis-11, 14-Eicosadienoyl Coenzyme A""","""eidi1114ac[e] <=> """,fatty_acid_oxidation,"""nan""",,,,,,0,bio/EX_CE4843[e]
13536,,EX_CE5304[e],"""Exchange of 15-Deoxy-Pgd2""","""CE5304[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE5304[e]
13537,,EX_CE6031[e],"""Exchange of Androsterone Sulfate""","""CE6031[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE6031[e]
13538,,EX_CE6247[e],"""Exchange of 5, 12, 20-Trihete""","""CE6247[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE6247[e]
13539,,EX_CE7082[e],"""Exchange of 15(S)-HEPE""","""CE7082[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE7082[e]
13540,,EX_CE7083[e],"""Exchange of Leukotriene B5""","""CE7083[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE7083[e]
13541,,EX_CE7172[e],"""Exchange of 14, 15-DIHETE""","""CE7172[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_CE7172[e]
13542,,EX_cortsn[e],"""Exchange of Cortisone""","""cortsn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_cortsn[e]
13543,,EX_didecaeth[e],"""Exchange of C12:0-Ethanolamide, Didecanoyl Ethanolamide""","""didecaeth[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_didecaeth[e]
13544,,EX_diholineth[e],"""Exchange of Dihomo-Gamma-Linolenoyl Ethanolamide""","""diholineth[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_diholineth[e]
13545,,EX_docohxeth[e],"""Exchange of Docosahexaenoyl Ethanolamide""","""docohxeth[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_docohxeth[e]
13546,,EX_docteteth[e],"""Exchange of Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)""","""docteteth[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_docteteth[e]
13547,,EX_dodecanac[e],"""Exchange of Dodecanedioic Acid""","""dodecanac[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_dodecanac[e]
13548,,EX_elaidcrn[e],"""Exchange of Elaidic Carnitine""","""elaidcrn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_elaidcrn[e]
13549,,EX_forglu[e],"""Exchange of N-Formimidoyl-L-Glutamate""","""forglu[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_forglu[e]
13550,,EX_HC00319[e],"""Exchange of Malonate""","""HC00319[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_HC00319[e]
13551,,EX_HC00900[e],"""Exchange of Methylmalonate""","""HC00900[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_HC00900[e]
13552,,EX_hepdeceth[e],"""Exchange of Heptadecanoyl Thanolamide (C17:0)""","""hepdeceth[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_hepdeceth[e]
13553,,EX_hexdeceeth[e],"""Exchange of Hexadecenoyl Ethanolamide, C16:1-Ethanolamide (Delta 9)""","""hexdeceeth[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_hexdeceeth[e]
13554,,EX_hexdiac[e],"""Exchange of Hexadecanediocacid""","""hexdiac[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_hexdiac[e]
13555,,EX_hgentis[e],"""Exchange of Homogentisate""","""hgentis[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_hgentis[e]
13556,,EX_hmcarn[e],"""Exchange of Homocarnosine""","""hmcarn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_hmcarn[e]
13557,,EX_hmcr[e],"""Exchange of Homocitrulline""","""hmcr[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_hmcr[e]
13558,,EX_hxcoa[e],"""Exchange of Hexanoate""","""hxcoa[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_hxcoa[e]
13559,,EX_leuktrB4wcooh[e],"""Exchange of W-Carboxy Leukotriene B4""","""leuktrB4wcooh[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_leuktrB4wcooh[e]
13560,,EX_leuktrB4woh[e],"""Exchnage for W-Hydroxyl Leukotriene B4""","""leuktrB4woh[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_leuktrB4woh[e]
13561,,EX_lineth[e],"""Exchange of Linoleoyl Ethanolamide""","""lineth[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_lineth[e]
13562,,EX_lnlccrn[e],"""Exchange of Linoleyl Carnitine""","""lnlccrn[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_lnlccrn[e]
13563,,EX_Lpipecol[e],"""Exchange of L-Pipecolic Acid""","""Lpipecol[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_Lpipecol[e]
13564,,EX_lthstrl[e],"""Exchange of Lathosterol""","""lthstrl[e] <=> """,transport_extracellular,"""nan""",,,,,,0,bio/EX_lthstrl[e]
13565,,EX_magarachi_hs[e],"""Exchange of 1-Arachidonoyl Glycerol""","""magarachi_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_magarachi_hs[e]
13566,,EX_maglinl_hs[e],"""Exchange of 1-Linoleoylglycerol""","""maglinl_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_maglinl_hs[e]
13567,,EX_magole_hs[e],"""Exchange of 1-Oleoylglycerol""","""magole_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_magole_hs[e]
13568,,EX_magpalm_hs[e],"""Exchange of 1-Palmitoylglycerol""","""magpalm_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_magpalm_hs[e]
13569,,EX_magste_hs[e],"""Exchange of 1-Stearoylglycerol""","""magste_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_magste_hs[e]
13570,,EX_mev_R[e],"""Exchange of (R)-Mevalonate""","""mev_R[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_mev_R[e]
13571,,EX_mi1p_D[e],"""Exchange of Myo-Inositol 1-Phosphate""","""mi1p_D[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_mi1p_D[e]
13572,,EX_Nacasp[e],"""Exchange of N-Acetyl-L-Aspartate""","""Nacasp[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_Nacasp[e]
13573,,EX_nwharg[e],"""Exchange of N- (Omega)-Hydroxyarginine""","""nwharg[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_nwharg[e]
13574,,EX_oleth[e],"""Exchange of Oleoyl Ethanolamide""","""oleth[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_oleth[e]
13575,,EX_pailar_hs[e],"""Exchange of 1-Arachidonoylglycerophosphoinositol""","""pailar_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pailar_hs[e]
13576,,EX_pailpalm_hs[e],"""Exchange of 1-Palmitoylglycerophosphoinositol""","""pailpalm_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pailpalm_hs[e]
13577,,EX_pailste_hs[e],"""Exchange of 1-Stearoylglycerophosphoinositol""","""pailste_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pailste_hs[e]
13578,,EX_pchol2linl_hs[e],"""Exchange of 2-Linoleoylglycerophosphocholine""","""pchol2linl_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pchol2linl_hs[e]
13579,,EX_pchol2ole_hs[e],"""Exchange of 2-Oleoylglycerophosphocholine""","""pchol2ole_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pchol2ole_hs[e]
13580,,EX_pchol2palm_hs[e],"""Exchange of 2-Palmitoylglycerophosphocholine""","""pchol2palm_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pchol2palm_hs[e]
13581,,EX_pchol2ste_hs[e],"""Exchange of 2-Stearoylglycerophosphocholine""","""pchol2ste_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pchol2ste_hs[e]
13582,,EX_pcholar_hs[e],"""Exchange of 1-Arachidonoyl-Glycero-3-Phosphocholine""","""pcholar_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholar_hs[e]
13583,,EX_pcholdoc_hs[e],"""Exchange of 1-Docosahexaenoylglycerophosphocholine""","""pcholdoc_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholdoc_hs[e]
13584,,EX_pcholeic_hs[e],"""Exchange of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)""","""pcholeic_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholeic_hs[e]
13585,,EX_pcholet_hs[e],"""Exchange of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)""","""pcholet_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholet_hs[e]
13586,,EX_pcholhep_hs[e],"""Exchange of 1-Heptadecanoylglycerophosphocholine""","""pcholhep_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholhep_hs[e]
13587,,EX_pchollinl_hs[e],"""Exchange of 1-Linoleoylglycerophosphocholine (Delta 9, 12)""","""pchollinl_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pchollinl_hs[e]
13588,,EX_pcholmyr_hs[e],"""Exchange of 1-Myristoylglycerophosphocholine""","""pcholmyr_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholmyr_hs[e]
13589,,EX_pcholn15_hs[e],"""Exchange of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)""","""pcholn15_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn15_hs[e]
13590,,EX_pcholn183_hs[e],"""Exchange of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)""","""pcholn183_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn183_hs[e]
13591,,EX_pcholn1836_hs[e],"""Exchange of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)""","""pcholn1836_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn1836_hs[e]
13592,,EX_pcholn19_hs[e],"""Exchange of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0)""","""pcholn19_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn19_hs[e]
13593,,EX_pcholn201_hs[e],"""Exchange of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)""","""pcholn201_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn201_hs[e]
13594,,EX_pcholn203_hs[e],"""Exchange of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3""","""pcholn203_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn203_hs[e]
13595,,EX_pcholn204_hs[e],"""Exchange of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)""","""pcholn204_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn204_hs[e]
13596,,EX_pcholn205_hs[e],"""Exchange of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)""","""pcholn205_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn205_hs[e]
13597,,EX_pcholn224_hs[e],"""Exchange of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)""","""pcholn224_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn224_hs[e]
13598,,EX_pcholn225_hs[e],"""Exchange of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3""","""pcholn225_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn225_hs[e]
13599,,EX_pcholn2254_hs[e],"""Exchange of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6""","""pcholn2254_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn2254_hs[e]
13600,,EX_pcholn226_hs[e],"""Exchange of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)""","""pcholn226_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn226_hs[e]
13601,,EX_pcholn24_hs[e],"""Exchange of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24""","""pcholn24_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn24_hs[e]
13602,,EX_pcholn261_hs[e],"""Exchange of Lysopc A C26:1 (Delta 5)""","""pcholn261_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn261_hs[e]
13603,,EX_pcholn28_hs[e],"""Exchange of Lysopc A C28:0""","""pcholn28_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn28_hs[e]
13604,,EX_pcholn281_hs[e],"""Exchange of Lysopc A C28:1 (Delta 5)""","""pcholn281_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholn281_hs[e]
13605,,EX_pcholole_hs[e],"""Exchange of 1-Oleoylglycerophosphocholine (Delta 9)""","""pcholole_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholole_hs[e]
13606,,EX_pcholpalm_hs[e],"""Exchange of 1-Palmitoylglycerophosphocholine""","""pcholpalm_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholpalm_hs[e]
13607,,EX_pcholpalme_hs[e],"""Exchange of 1-Palmitoleoylglycerophosphocholine (Delta 9)""","""pcholpalme_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholpalme_hs[e]
13608,,EX_pcholste_hs[e],"""Exchange of 1-Stearoylglycerophosphocholine""","""pcholste_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcholste_hs[e]
13609,,EX_pcollg5hlys[e],"""Exchange of Erythro-5-Hydroxy-L-Lysinium""","""pcollg5hlys[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pcollg5hlys[e]
13610,,EX_pe12_hs[e],"""Exchange of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)""","""pe12_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pe12_hs[e]
13611,,EX_pe13_hs[e],"""Exchange of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)""","""pe13_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pe13_hs[e]
13612,,EX_pe14_hs[e],"""Exchange of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe)""","""pe14_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pe14_hs[e]
13613,,EX_pe15_hs[e],"""Exchange of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)""","""pe15_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pe15_hs[e]
13614,,EX_pe161_hs[e],"""Exchange of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)""","""pe161_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pe161_hs[e]
13615,,EX_pe17_hs[e],"""Exchange of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)""","""pe17_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pe17_hs[e]
13616,,EX_pe203_hs[e],"""Exchange of 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)""","""pe203_hs[e] <=> """,exchange/demand_reaction,"""nan""",,,,,,0,bio/EX_pe203_hs[e]
