Id,Abbreviation,Name,Charged_Formula,Charge,Average_Molecular_Weight,Monoisotopic_Weight,ChEMBL,KEGGID,PubChemID,ChebiID,HMDB,PDMapName,Reconmap,ReconMap3,FoodDB,ChemSpider,BioCyc,BiggID,Wikipedia,DrugBank,Seed,MetaNetX,KNApSAck,METLIN,CAS_REGISTRY,epa_ID,InCHIKey,InCHIString,SMILES
bio/C47H84O2,M01492,"""Cholest-5-En-3Beta-Yl Eicosanoate""",C47H84O2,0,0.0,0.0,0,,,,,,,M01492,,,,,,,,,,,,,SUOVMGLZSOAHJY-JIJPKQANSA-N,"InChI=1S/C47H84O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-27-45(48)49-40-32-34-46(5)39(36-40)28-29-41-43-31-30-42(38(4)26-24-25-37(2)3)47(43,6)35-33-44(41)46/h28,37-38,40-44H,7-27,29-36H2,1-6H3/t38-,40+,41?,42?,43?,44?,46+,47-/m0/s1",[H]C1=C2C([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C2([H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
bio/C48H86O2,M01494,"""Cholesterol-Ester-Heneico""",C48H86O2,0,0.0,0.0,0,,,,,,,M01494,,,,,,,,,,,,,,,
bio/C44H78O2,M01495,"""Cholest-5-En-3B-Yl (Heptadecanoate)""",C44H78O2,0,0.0,0.0,0,,,,,,,M01495,,,,,,,,,,,,,PPQNZVDOBYGOLY-IDEYQIFESA-N,"InChI=1S/C44H78O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-24-42(45)46-37-29-31-43(5)36(33-37)25-26-38-40-28-27-39(35(4)23-21-22-34(2)3)44(40,6)32-30-41(38)43/h25,34-35,37-41H,7-24,26-33H2,1-6H3/t35-,37+,38?,39?,40?,41?,43+,44-/m0/s1",[H]C1=C2C([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C2([H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
bio/C53H96O2,M01496,"""Cholesterol-Ester-Hexacosa""",C53H96O2,0,0.0,0.0,0,,,,,,,M01496,,,,,,,,,,,,,,,
bio/C53H94O2,M01497,"""Cholesterol-Ester-Hexecose""",C53H94O2,0,0.0,0.0,0,,,,,,,M01497,,,,,,,,,,,,,,,
bio/C39H68O2,M01498,"""Cholest-5-En-3Beta-Yl Dodecanoate""",C39H68O2,0,0.0,0.0,0,,,,,,,M01498,,,,,,,,,,,,,RMLFYKFCGMSLTB-QLDQVJAASA-N,"InChI=1S/C39H68O2/c1-7-8-9-10-11-12-13-14-15-19-37(40)41-32-24-26-38(5)31(28-32)20-21-33-35-23-22-34(30(4)18-16-17-29(2)3)39(35,6)27-25-36(33)38/h20,29-30,32-36H,7-19,21-28H2,1-6H3/t30-,32+,33?,34?,35?,36?,38+,39-/m0/s1",[H]C1=C2C([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C2([H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
bio/C41H72O2,M01501,"""Cholest-5-En-3Beta-Yl Tetradecanoate""",C41H72O2,0,0.0,0.0,0,,,,,,,M01501,,,,,,,,,,,,,SJDMTGSQPOFVLR-GPMIBHMRSA-N,"InChI=1S/C41H72O2/c1-7-8-9-10-11-12-13-14-15-16-17-21-39(42)43-34-26-28-40(5)33(30-34)22-23-35-37-25-24-36(32(4)20-18-19-31(2)3)41(37,6)29-27-38(35)40/h22,31-32,34-38H,7-21,23-30H2,1-6H3/t32-,34+,35?,36?,37?,38?,40+,41-/m0/s1",[H]C1=C2C([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C2([H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
bio/C46H82O2,M01502,"""Cholest-5-En-3Beta-Yl Nonadecanoate""",C46H82O2,0,0.0,0.0,0,,,,,,,M01502,,,,,,,,,,,,,VHYWECIJXTVRSG-ULEWGYFJSA-N,"InChI=1S/C46H82O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-26-44(47)48-39-31-33-45(5)38(35-39)27-28-40-42-30-29-41(37(4)25-23-24-36(2)3)46(42,6)34-32-43(40)45/h27,36-37,39-43H,7-26,28-35H2,1-6H3/t37-,39+,40?,41?,42?,43?,45+,46-/m0/s1",[H]C1=C2C([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C2([H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
bio/C42H74O2,M01506,"""Cholest-5-En-3B-Yl (Pentadecanoate)""",C42H74O2,0,0.0,0.0,0,,,,,,,M01506,,,,,,,,,,,,,BDBPUUADYAQHAV-KVPIZGMFSA-N,"InChI=1S/C42H74O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-22-40(43)44-35-27-29-41(5)34(31-35)23-24-36-38-26-25-37(33(4)21-19-20-32(2)3)42(38,6)30-28-39(36)41/h23,32-33,35-39H,7-22,24-31H2,1-6H3/t33-,35+,36?,37?,38?,39?,41+,42-/m0/s1",[H]C1=C2C([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C3([H])C2([H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
bio/C51H92O2,M01508,"""Cholesterol-Ester-Tetraco""",C51H92O2,0,0.0,0.0,0,,,,,,,M01508,,,,,,,,,,,,,,,
bio/C50H90O2,M01509,"""Cholesterol-Ester-Trico""",C50H90O2,0,0.0,0.0,0,,,,,,,M01509,,,,,,,,,,,,,,,
bio/C40H70O2,M01510,"""Cholesterol-Ester-Tridec""",C40H70O2,0,0.0,0.0,0,,,,,,,M01510,,,,,,,,,,,,,,,
bio/CHEMBL112570,M01511,"""Cholesterol-ester-pool""",C27H46O,0,386.6535,386.35486610000004,CHEMBL112570,C00187,5997.0,16113.0,HMDB0062453,,,,,5775.0,,,Cholesterol,,,,C00003648,,57-88-5,DTXSID3022401,HVYWMOMLDIMFJA-DPAQBDIFSA-N,"InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1",[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H]
bio/X,M01569,"""Chylomicron-Remnant""",X,0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
bio/X,M01570,"""Chylomicron""",X,0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
bio/CHEMBL30,M01571,"""Cimetidine""",C10H16N6S,0,252.33900000000003,252.11571519999998,CHEMBL30,C06952,2756.0,3699.0,HMDB0014644,,,,,2654.0,,,Cimetidine,DB00501,,,,,51481-61-9,DTXSID4020329,AQIXAKUUQRKLND-UHFFFAOYSA-N,"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)",[H]N(\C(=N/C#N)N([H])C([H])([H])C([H])([H])SC([H])([H])C1=C(N([H])C([H])=N1)C([H])([H])[H])C([H])([H])[H]
bio/CHEMBL2322655,M01572,"""Cinnavalininate""",C14H6N2O6,-2,300.2231,300.038236,CHEMBL2322655,C05640,114918.0,,HMDB0004078,,,,FDB023302,102864.0,,,,,,,,,,,FSBKJYLVDRVPTK-UHFFFAOYSA-N,"InChI=1S/C14H8N2O6/c15-10-6(17)4-8-12(9(10)14(20)21)16-11-5(13(18)19)2-1-3-7(11)22-8/h1-4H,15H2,(H,18,19)(H,20,21)",[H]OC(=O)C1=C2N=C3C(OC2=C([H])C([H])=C1[H])=C([H])C(=O)C(N([H])[H])=C3C(=O)O[H]
bio/C35H56N7O18P3S,M01573,"""Cis-(3S)-Hydroxytetradec-5-Enoyl Coenzyme A""",C35H56N7O18P3S,-4,0.0,0.0,0,,,,,,,M01573,,,,,,,,,,,,,KJJPUIFALMAQPF-SUAKZGBESA-N,"InChI=1S/C35H60N7O18P3S/c1-4-5-6-7-8-9-10-11-12-13-23(43)18-26(45)64-17-16-37-25(44)14-15-38-33(48)30(47)35(2,3)20-57-63(54,55)60-62(52,53)56-19-24-29(59-61(49,50)51)28(46)34(58-24)42-22-41-27-31(36)39-21-40-32(27)42/h11-12,21-24,28-30,34,43,46-47H,4-10,13-20H2,1-3H3,(H,37,44)(H,38,48)(H,52,53)(H,54,55)(H2,36,39,40)(H2,49,50,51)/b12-11-/t23-,24+,28+,29+,30-,34+/m0/s1",[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])[C@@]([H])(O[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H]
bio/C22H41O2,M01582,"""Cetoleic acid""",C22H41O2,-1,338.5677,338.31848060000004,0,,5282771.0,32428.0,HMDB0002884,,,M01582,FDB003005,4445898.0,,,,,,,,261.0,1002-96-6,,KJDZDTDNIULJBE-QXMHVHEDSA-N,"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h11-12H,2-10,13-21H2,1H3,(H,23,24)/b12-11-",[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/X,M01602,"""Cofactors And Vitamins""",X,0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
bio/CHEMBL2338675,M01618,"""Cyclic pyranopterin monophosphate""",C10H13N5O8P,-1,363.2206,363.057999,CHEMBL2338675,C18239,16061579.0,60210.0,HMDB0059639,,,,,17221217.0,,,Cyclic pyranopterin monophosphate,,,,,,,,CZAKJJUNKNPTTO-UHFFFAOYSA-N,"InChI=1S/C10H14N5O8P/c11-9-14-6-3(7(16)15-9)12-4-8(13-6)22-2-1-21-24(19,20)23-5(2)10(4,17)18/h2,4-5,8,12,17-18H,1H2,(H,19,20)(H4,11,13,14,15,16)",[H]OC1(O[H])C2([H])OP(=O)(O[H])OC([H])([H])C2([H])OC2([H])N([H])C3=C(N([H])C12[H])C(=O)N([H])C(=N3)N([H])[H]
bio/C42H44FeN8O8S2R4,M01631,"""Cytochrome-C""",C42H44FeN8O8S2R4,0,0.0,0.0,0,C00524,,18070.0,,,,,,,,,,,,,,,,,,,[H]OC(=O)C([H])([H])C([H])([H])C1=C(\C2=C([H])\C3=C(C(=C4\C([H])=C5/N=C(/C(/[H])=C6\N([Fe]N34)\C(=C([H])/C1=N2)C(=C6C([H])([H])[H])C([H])([H])C([H])([H])C(=O)O[H])C(=C5C([H])([H])[H])C([H])(SC([H])([H])[C@]([H])(N([H])C([*])=O)C(=O)N([H])[*])C([H])([H])[H])C([H])(SC([H])([H])[C@]([H])(N([H])C([*])=O)C(=O)N([H])[*])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
bio/C2H4NO2R(C2H2NOR)n,M01676,"""Detyrosinated-Alpha-Tubulin""",C2H4NO2R(C2H2NOR)n,0,0.0,0.0,0,C05234,,,,,,,,,,,,,,,,,,,,,[H]OC(=O)[C@]([H])([*])N([H])C(=O)[C@]([H])([*])N([H])[H]
bio/X,M01677,"""Dextrin""",X,0,504.4371,504.16903499999995,0,C00721,62698.0,,HMDB0006857,,,,FDB012148,56445.0,,,,,,,,,9004-53-9,DTXSID20891750,FYGDTMLNYKFZSV-MRCIVHHJSA-N,,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O-*)O[C@]2([H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])-*
bio/C18H32O16,M01678,"""Dextrin""",C18H32O16,0,0.0,0.0,0,C00721,,,,,,,,,,,,,,,,58569.0,9004-53-9,DTXSID20891750,FYGDTMLNYKFZSV-MRCIVHHJSA-N,"InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16+,17?,18?/m1/s1",[H]OC([H])([H])[C@@]1([H])OC([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])O[C@]3([H])C([H])([H])O[H])O[C@]2([H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
bio/CHEMBL13960,M01691,"""Dichloroacetate""",C2H1Cl2O2,-1,127.93,126.93590829999998,CHEMBL13960,C11149,,,,,,,,,,,,,,,,,13425-80-4,DTXSID40158610,JXTHNDFMNIQAHM-UHFFFAOYSA-N,"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)",[H]OC(=O)C([H])(Cl)Cl
bio/CHEMBL449486,M01692,"""Dichloroacetyl Chloride""",C2HCl3O,0,147.38000490000002,145.90929780000002,CHEMBL449486,C14867,,34688.0,,,,,,,,,,,,,,,79-36-7,DTXSID6024965,FBCCMZVIWNDFMO-UHFFFAOYSA-N,InChI=1S/C2HCl3O/c3-1(4)2(5)6/h1H,[H]C(Cl)(Cl)C(Cl)=O
bio/X,M01710,"""Diphospho-Myo-Inositol-Polyphosphate""",X,0,0.0,0.0,0,C11524,,,,,,,,,,,,,,,,,,,,,
bio/C11H16N5O7P(C5H8O5PR)n(C5H8O5PR)n,M01719,"""Dna-Containing-6-O-Methylguanine""",C11H16N5O7P(C5H8O5PR)n(C5H8O5PR)n,0,0.0,0.0,0,C04250,,,,,,,,,,,,,,,,,,,,,[H]O[C@@]1([H])C([H])([H])[C@]([H])([*])O[C@]1([H])C([H])([H])OP(=O)(O[H])O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP(=O)(O[H])O[C@@]1([H])C([H])([H])[C@]([H])([*])O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H])N1C([H])=NC2=C1N=C(N=C2OC([H])([H])[H])N([H])[H]
bio/C10H14N5O7P(C5H8O5PR)n(C5H8O5PR)n,M01720,"""Dna-Containing-Guanine""",C10H14N5O7P(C5H8O5PR)n(C5H8O5PR)n,0,0.0,0.0,0,C11475,,,,,,,,,,,,,,,,,,,,,[H]O[C@@]1([H])C([H])([H])[C@]([H])([*])O[C@]1([H])C([H])([H])OP(=O)(O[H])O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP(=O)(O[H])O[C@@]1([H])C([H])([H])[C@]([H])([*])O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H])N1C([H])=NC2=C1N=C(N([H])[H])N([H])C2=O
bio/C29H57NO4,M01724,"""Docosanoylcarnitine""",C29H57NO4,0,0.0,0.0,0,,,,,,,M01724,,,,,,,,,,,,,IUMXSSOVGPXXJL-UHFFFAOYSA-N,"InChI=1S/C29H57NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-29(33)34-27(25-28(31)32)26-30(2,3)4/h27H,5-26H2,1-4H3",[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
bio/C29H55NO4,M01726,"""Docosenoylcarnitine(11)""",C29H55NO4,0,0.0,0.0,0,,,,,,,M01726,,,,,,,,,,,,,NLQWXKWLWHLPMC-PFONDFGASA-N,"InChI=1S/C29H55NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-29(33)34-27(25-28(31)32)26-30(2,3)4/h14-15,27H,5-13,16-26H2,1-4H3/b15-14-",[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
bio/C29H55NO4,M01727,"""Docosenoylcarnitine""",C29H55NO4,0,0.0,0.0,0,,,,,,,M01727,,,,,,,,,,,,,WDWXOVLPQSTGNY-SEYXRHQNSA-N,"InChI=1S/C29H55NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-29(33)34-27(25-28(31)32)26-30(2,3)4/h12-13,27H,5-11,14-26H2,1-4H3/b13-12-",[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C19H37NO4,M01729,"""Dodecanoylcarnitine""",C19H37NO4,0,343.5014,343.2722587,0,,168381.0,77086.0,HMDB0002250,,,M01729,FDB022928,147288.0,,,,,,,,6573.0,25518-54-1,,FUJLYHJROOYKRA-QGZVFWFLSA-N,"InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3/t17-/m1/s1",[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
bio/C16H24N2O16P2,M01750,"""dTDP-D-galactose""",C16H24N2O16P2,-2,564.3290000000001,564.0757557999999,0,C02097,439651.0,14086.0,HMDB0006876,,,,FDB024130,388722.0,,,,,,,,,5817-97-0,DTXSID20411977,YSYKRGRSMLTJNL-OAOVJFGZSA-N,"InChI=1S/C16H26N2O16P2/c1-6-3-18(16(25)17-14(6)24)10-2-7(20)9(31-10)5-30-35(26,27)34-36(28,29)33-15-13(23)12(22)11(21)8(4-19)32-15/h3,7-13,15,19-23H,2,4-5H2,1H3,(H,26,27)(H,28,29)(H,17,24,25)/t7-,8+,9+,10+,11-,12-,13+,15+/m0/s1",[H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=C(C(=O)N([H])C3=O)C([H])([H])[H])C([H])([H])[C@]2([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
bio/C5H8O5,M01757,"""D-Xylono-1,5-lactone""",C5H8O5,0,148.114,148.03717340000003,0,C02266,439692.0,15867.0,HMDB0011676,,,,FDB028364,388758.0,D-XYLONO-14-LACTONE,,,,,,,,,,XXBSUZSONOQQGK-FLRLBIABSA-N,"InChI=1S/C5H8O5/c6-2-1-10-5(9)4(8)3(2)7/h2-4,6-8H,1H2/t2-,3+,4-/m1/s1",[H]O[C@@]1([H])C(=O)OC([H])([H])[C@@]([H])(O[H])[C@]1([H])O[H]
bio/C27H49NO4,M01770,"""11Z,14Z-Eicosadienoylcarnitine""",C27H49NO4,0,0.0,0.0,0,,,,,,,M01770,,,,,,,,,,,,,OLZWDVKTOGTVLC-UTJQPWESSA-N,"InChI=1S/C27H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27(31)32-25(23-26(29)30)24-28(2,3)4/h9-10,12-13,25H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-",[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
bio/C27H51NO4,M01775,"""Eicosenoylcarnitine(11)""",C27H51NO4,0,0.0,0.0,0,,,,,,,M01775,,,,,,,,,,,,,PVOQPLSKYNZHOT-SEYXRHQNSA-N,"InChI=1S/C27H51NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27(31)32-25(23-26(29)30)24-28(2,3)4/h12-13,25H,5-11,14-24H2,1-4H3/b13-12-",[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C27H51NO4,M01776,"""Eicosenoylcarnitine(7)""",C27H51NO4,0,0.0,0.0,0,,,,,,,M01776,,,,,,,,,,,,,PPKLJJUNSDETFW-MSUUIHNZSA-N,"InChI=1S/C27H51NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27(31)32-25(23-26(29)30)24-28(2,3)4/h16-17,25H,5-15,18-24H2,1-4H3/b17-16-",[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
bio/C27H51NO4,M01777,"""Eicosenoylcarnitine(9)""",C27H51NO4,0,0.0,0.0,0,,,,,,,M01777,,,,,,,,,,,,,JBEFEJXBJYXSLO-PFONDFGASA-N,"InChI=1S/C27H51NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27(31)32-25(23-26(29)30)24-28(2,3)4/h14-15,25H,5-13,16-24H2,1-4H3/b15-14-",[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
bio/C18H31NO2S,M01805,"""Farnesylcysteine""",C18H31NO2S,0,325.509,325.2075499,0,C19691,6438372.0,62141.0,HMDB0011627,,,,FDB028328,4942854.0,,,,,,,,,68000-92-0,,SYSLNQMKLROGCL-BCYUYYMPSA-N,"InChI=1S/C18H31NO2S/c1-14(2)7-5-8-15(3)9-6-10-16(4)11-12-22-13-17(19)18(20)21/h7,9,11,17H,5-6,8,10,12-13,19H2,1-4H3,(H,20,21)/b15-9+,16-11+/t17-/m0/s1",[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])SC([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]
bio/CHO2R,M01807,"""Fatty-Acid-Chylomicron-Pool""",CHO2R,0,0.0,0.0,0,,,,,,,M01807,,,,,,,,,,,,,,,
bio/X,M01816,"""Fatty-Acid-Ligands that activate PPAR-Alpha""",X,0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
